JournalID	Journal_Name	ISSN	Publisher	Webpage
61831462	Canadian Journal of Behavioural Science	0008-400X		http://www.cpa.ca/membership/membershipbenefitsandservices/cpajournals/CJBS
63007466	Integrative Physiological and Behavioral Science	1053-881X		
63589439	Spinal Surgery	0914-6024		
69506662	Clinical Electroencephalography			
70965414	Medical Science Research	0269-8951		
71649485	Ppar Research	1687-4757		
75411654	Key Engineering Materials	1013-9826		
75450596	International Journal of Sport Nutrition	1050-1606		
84847770	Current Problems in Surgery	0011-3840		
86099896	Cinta De Moebio	0717-554X		
94858099	Current Medicinal Chemistry - Central Nervous System Agents	1568-0150		
102982581	Mln			
104191512	Annals of Software Engineering	1022-7091		
104698359	Anesthesia & Analgesia	0003-2999		http://www.anesthesia-analgesia.org/
105604015	Australian Family Physician	0300-8495		http://www.racgp.org.au/afp
108212515	Perioperative Medizin	1875-2772		
109088427	Annual Review of Immunology	0732-0582		
109711878	African Journal of Microbiology Research	1996-0808		
114567169	Sociological Research Online	1360-7804		http://www.socresonline.org.uk/welcome.html
117153874	ACM Transactions on Computational Logic	1529-3785		
117276707	Minnesota Journal of International Law	1944-0294		http://www.minnjil.org/
118755583	Pattern Recognition in Physics	2195-9242		
120694666	in Silico Biology	1386-6338		
123216674	Acta Botanica Yunnanica	0253-2700		
124549413	Journal of Economic Surveys	0950-0804		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6419
126582591	World Review of Entrepreneurship, Management and Sustainable Development	1746-0573		
131530025	IEEE Transactions on Components, Packaging, and Manufacturing Technology: Part A	1070-9886		
133646729	Microelectronics Reliability	0026-2714		
134406477	Health Expectations	1369-6513		
134949215	Marine Biodiversity	1867-1616		
143927757	Current Issues in Language Planning	1466-4208		
145089992	Journal of Hazardous Materials	0304-3894		
146449914	Journal of Sol-Gel Science and Technology	0928-0707		http://www.springer.com/10971
146547870	Administrative Theory & Praxis	1084-1806		
149715497	International Journal of Service Science, Management, Engineering, and Technology	1947-9603		
152081065	Polymer Science Series A	0965-545X		
153752305	Structural Optimization	0934-4373		
153756949	Journal of Interpretation Research	1092-5872		http://www.interpnet.com/JIR
154337186	Leiden Journal of International Law	0922-1565		
156235965	International and Comparative Law Quarterly	0020-5893		http://www.biicl.org/
156279819	Global Public Health	1744-1692		
164743771	Community Dental Health	0265-539X		
170171939	Diseases of The Esophagus	1120-8694		
171953490	African Economic Outlook	1995-3909		http://www.africaneconomicoutlook.org/en/
172362235	Advances in Hospitality and Leisure	1745-3542		
173331177	Economia Aplicada	1413-8050		
174083873	Historical Biology	0891-2963		
174624501	Scientific Drilling	1816-3459		
178911153	The Open Health Services and Policy Journal			
179261248	Limnological Review	1642-5952		
179299739	The Open Social Science Journal	1874-9453		
182283531	African Journal of Legal Studies	2210-9730		http://www.brill.com/publications/journals/african-journal-legal-studies
182865820	Applied Physics B	0946-2171		http://www.springer.com/journal/340
184028738	Research in Rural Sociology and Development	1057-1922		
186148613	Interchange	0826-4805		
187344466	Fungal Biology	1878-6146		http://www.elsevier.com/wps/find/journaldescription.cws_home/720691/description#description
192729060	Historical Social Research	0172-6404		http://www.gesis.org/en/hsr/hsr-home/
193349529	Endocrine-related Cancer	1351-0088		
193557460	Archives Des Maladies Professionnelles Et De L Environnement	1250-3274		
196669615	International Review of African American Art	1045-0920		
198945558	Alpine Journal	0065-6569		http://www.alpinejournal.org.uk/
199671312	Immunity	1074-7613		http://www.cell.com/immunity/home
203731762	Journal of Industrial Ecology	1088-1980		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1530-9290
950602080	Kaogu	0453-2899		http://www.kaogu.cn/
985138145	Pan-American Journal of Aquatic Sciences	1809-9009		http://www.panamjas.org/index.htm
2479738527	mUX: The Journal of Mobile User Experience	2196-873X		
2499224501	IEEE Cloud Computing	2325-6095		
2595491315	arXiv: Nuclear Theory			
2596750624	arXiv: Computational Geometry			
2736699565	Pustakaloka: Jurnal Kajian Informasi dan Perpustakaan	2085-2118		
2736711785	Dementia & Neuropsychologia	1980-5764		
2736951688	Modern Languages Open	2052-5397		
2737284168	European Review Of Applied Sociology	2286-2102		
2737516900	e-Hum: Revista das Áreas de Humanidade do Centro Universitário de Belo Horizonte	1984-767X		
2737543066	Principia: An International Journal of Epistemology	1414-4247		
2737649297	Sovremennoe Stroitelʹstvo i Arhitektura	2411-3581		
2738034707	Revista Interuniversitaria de Investigación en Tecnología Educativa	2529-9638		
2738079823	Journal of Mechatronics, Electrical Power, and Vehicular Technology	2087-3379		
2738183421	Scientia et Fides	2353-5636		
2738192206	Latin American Journal of Content and Language Integrated Learning	2011-6721		
2738261242	Russian Open Medical Journal	2304-3415		
2738645507	Revista Argentina de Ciencias del Comportamiento	1852-4206		
2739146265	Synergies Pologne	1774-7988		
2739327044	School Education Journal PGSD FIP Unimed			
2739461633	Lëd i Sneg	2076-6734		
2754474627	Urologic nursing	1053-816X		
2754694462	The journal of the Association of Black Nursing Faculty in Higher Education			
2755480341	Healthcare executive	0883-5381		
2755621048	Verhandlungen der Deutschen Gesellschaft für Kreislaufforschung	0070-4075		
2755701094	Zeitschrift für Immunitätsforschung, Allergie und klinische Immunologie	0044-2879		
2755985744	Surgical technology international	1090-3941		
2764347411	Afterschool Matters			
2764349320	The Iowa Journal of Cultural Studies			
2764355844	The Internet Journal of Infectious Diseases	1528-8366		
2764360838	Japanese journal of germfree life and gnotobiology			
2764368506	Statistics and Economics			
2764371579	The international journal of esthetic dentistry	2198-591X		
2764371679	Tennessee Journal of Law and Policy	1940-4131		
2764385058	International journal of health education	0020-7306		
2764403942	The Habitat			
2764425017	Journal of the Washington Academy of Sciences	0043-0439		
2764429169	Advances in social work	1527-8565		
2764441314	International journal of new computer architectures and their applications			
2764452479	Computer and Information Science	1913-8989		
2764453003	Transactions of the Ophthalmological Society of Australia			
2764453006	Physical review applied	2331-7019		
2764475112	Burger's Medicinal Chemistry and Drug Discovery			
2764480594	Lasca leaves			
2764484887	International water power & dam construction	0306-400X		
2764489019	Journal of Entomology, Series B Taxonomy			
2764542949	Transactions of the Institute of Electronics and Communication Engineers of Japan. Section E	0387-236X		
2764546946	City University of New York Law Review	2572-7788		
2764548821	The Scholar			
2764551602	Biomedical communications	0092-8607		
2764564870	Journal of the International Institute of Islamic Thought and Civilization			
2764566956	Journal of Pediatrics & Neonatal Care	2373-4426		
2764572581	CTIT technical reports series			
2764599469	The Brooklyn Journal of Corporate, Financial and Commercial Law	1934-2497		
2764617887	Non-ferrous Metallurgical Equipment			
2764626247	Parenting for High Potential			
2764635401	Training and Research			
2764639155	Transnational Corporations Review	1925-2099		
2764647800	Journal of College Teaching & Learning	1544-0389		
2764678622	Korean Journal of Youth Studies	1229-6988		
2764744681	Ningxia Engineering Technology			
2764749782	Annals of Warsaw Agricultural University. Horticulture and Landscape Architecture	0208-5747		
2764758539	International Journal of Pharmaceutical and Phytopharmacological Research	2249-6084		
2764763985	General, Applied and Systems Toxicology			
2764769864	JAMSTEC Report of Research and Development	1880-1153		
2764780078	Austral: Brazilian Journal of Strategy and International Relations	2238-6262		
2764781421	Chinese Journal of Special Education			
2764797292	The International Journal of Knowledge, Culture, and Change Management: Annual Review			
2764815020	Japanese journal of ophthalmology : the official international journal of the Japanese Ophthalmological Society			
2764816971	Africa journal of nursing and midwifery	1682-5055		
2764819417	Economic Round-up	1031-8968		
2764841924	Chinese Journal of Practical Nervous Diseases			
2764854794	Scientific Decision-Making			
2764855893	South African Family Practice	2078-6190		
2764902975	International Journal of Medical and Dental Sciences	2320-1118		
2764910001	Technology and innovation	1949-825X		
2764912116	Nigerian Journal of Horticultural Science	1118-2733		
2764926028	Life Sciences International Journal	1992-1705		
2764936145	Agricultural Economics and Management	0205-3845		
2764940662	The Liber Quarterly	1018-0826		
2764944651	Dictionaries: journal of the Dictionary Society of North America	0197-6745		
2764952999	Journal of Plant Studies	1927-0461		
2764953765	Clinical advances in periodontics	2163-0097		
2764958069	Scripps Institution of Oceanography Library			
2764960988	Liaoning Chemical Industry			
2764965669	Journal of Natural Disasters	1004-4574		
2764972071	Pediatric Oncall			
2765012613	Journal of Environmental Management College of China	1008-813X		
2765025119	Anglica. An International Journal of English Studies	0860-5734		
2765029699	american libraries	0002-9769		
2765046484	Journal of Advances in Linguistics			
2765049680	The Journal of the Japanese Association of Mineralogists,Petrologists and Economic Geologists	0021-4825		
2765071499	International Issues & Slovak Foreign Policy Affairs	1337-5482		
2765071503	Review of Professional Management- A Journal of New Delhi Institute of Management	0972-8686		
2765073031	Chinese Journal of Computational Mechanics	1007-4708		
2898375869	Clínica y Salud	1130-5274		https://www.sciencedirect.com/journal/clinica-y-salud
2898431607	Advances in Cosmetic Surgery	2542-4327		https://www.journals.elsevier.com/advances-in-cosmetic-surgery
2898449748	Geomechanics for Energy and the Environment	2352-3808		https://www.journals.elsevier.com/geomechanics-for-energy-and-the-environment
2898597390	Revista Colombiana de Ortopedia y Traumatología	0120-8845		https://www.journals.elsevier.com/revista-colombiana-de-ortopedia-y-traumatologia
3206929118	Bulletin of the Council for British Research in the Levant	1752-7260		https://www.tandfonline.com/toc/ycbr20/current
2016056	Surface Engineering	0267-0844		
4924095	Chromosome Botany	1881-5936		
6628304	Jpo Journal of Prosthetics and Orthotics	1040-8800		
8097916	Israel Journal of Ecology & Evolution	1565-9801		
8102042	Die Casting Engineer	0012-253X		
8401816	Journal of the Siam Society			http://www.siam-society.org/pub_JSS/jss_index.html
10124807	Polymer Degradation and Stability	0141-3910		
12558119	Journal of Orthopaedic Research	0736-0266		http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-527X
13129305	Journal of Research in International Education	1475-2409		http://www.sagepub.com/journals/Journal201574/title
16161090	International Journal of Advanced Pervasive and Ubiquitous Computing	1937-9668		
18382714	Thrombosis	2090-1488		
18585910	Western Folklore	0043-373X		http://www.westernfolklore.org/WesternFolklore.htm
23243006	Veterinary Record	0042-4900		http://veterinaryrecord.bvapublications.com/
29188901	Columbia Journal of Transnational Law	0010-1931		
31827967	International Journal of Engineering Management and Economics	1756-5154		
33840881	The Biological Bulletin	0006-3185		http://www.biolbull.org/
40051333	Civil Engineering Innovation	1755-0890		
44033094	Astrophysics and Space Sciences Transactions	1810-6528		
49614445	Neurophysiologie Clinique-clinical Neurophysiology	0987-7053		
50162443	Herpetological Monographs	0733-1347		http://www.hljournals.org/
52971962	Revue Du Praticien	0035-2640		
53505065	Across Languages and Cultures	1585-1923		
56361996	Microbes and Infection	1286-4579		
56878690	Current Genetics	0172-8083		
60060263	Aquatic Mammals	0167-5427		
61721701	Journal of Synthetic Lubrication	0265-6582		
64626816	Middle Eastern Literatures	1475-262X		
65047066	International Journal of Services and Standards	1740-8849		
66322279	Journal of Pediatric Oncology Nursing	1043-4542		http://journals.sagepub.com/home/jpo
67398210	European Union Politics	1465-1165		http://eup.sagepub.com/
70092882	Journal of Vascular Nursing	1062-0303		
70583943	Praxis Der Kinderpsychologie Und Kinderpsychiatrie	0032-7034		
71829577	Nexus Network Journal	1522-4600		
74622277	Journal of Surgical Education	1878-7452		
81098524	Clinical Research in Cardiology	1861-0684		
82207992	International Commerce Review	1864-5739		
82625836	Current Reviews in Musculoskeletal Medicine	1935-9748		
